"_defaultColorIndex","id","idx_T","name","stderr"
"14","hoacxsvt","56","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3457247838621166"
"14","hoacxsvt","57","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.35136086823166846"
"14","hoacxsvt","58","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.355985993383533"
"14","hoacxsvt","59","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.33854867594114885"
"14","hoacxsvt","60","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.31663501533953414"
"14","hoacxsvt","61","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.31968701538930394"
"14","hoacxsvt","62","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.32378193145606915"
"14","hoacxsvt","63","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3106113248688188"
"14","hoacxsvt","64","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.31825488342309277"
"14","hoacxsvt","65","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.31447547707845713"
"14","hoacxsvt","66","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3208042233353094"
"14","hoacxsvt","67","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.32645101047248054"
"14","hoacxsvt","68","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.32474186837774566"
"14","hoacxsvt","69","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.33293780780139753"
"14","hoacxsvt","70","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3139219703111834"
"14","hoacxsvt","71","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.30583512387798534"
"14","hoacxsvt","72","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.2979506661883061"
"14","hoacxsvt","73","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.28962625209533954"
"14","hoacxsvt","74","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.2839547637064448"
"14","hoacxsvt","75","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.2987611791792711"
"14","hoacxsvt","76","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.2925879243307998"
"14","hoacxsvt","77","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.29898692247070485"
"14","hoacxsvt","78","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.30737688344033054"
"14","hoacxsvt","79","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.31541646159048364"
"14","hoacxsvt","80","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.32139754766750706"
"14","hoacxsvt","81","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.32819615803998436"
"14","hoacxsvt","82","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3196871716231311"
"14","hoacxsvt","83","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.32390310996913935"
"14","hoacxsvt","84","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3182245068353459"
"14","hoacxsvt","85","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3317774363731909"
"14","hoacxsvt","86","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3383736480003215"
"14","hoacxsvt","87","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.33190898222390813"
"14","hoacxsvt","88","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.34056407739006533"
"14","hoacxsvt","89","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3452291093644449"
"14","hoacxsvt","90","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.34555647744220663"
"14","hoacxsvt","91","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3465279137846266"
"14","hoacxsvt","92","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3514907118458283"
"14","hoacxsvt","93","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.35831876231230153"
"14","hoacxsvt","94","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.362129912424773"
"14","hoacxsvt","95","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.380473359566772"
"14","hoacxsvt","96","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39025520932445845"
"14","hoacxsvt","97","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3879043586587671"
"14","hoacxsvt","98","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4007603154059928"
"14","hoacxsvt","99","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4021411911350941"
"14","hoacxsvt","100","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.40201724072920275"
"14","hoacxsvt","101","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4160166118205341"
"14","hoacxsvt","102","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4113907577989347"
"14","hoacxsvt","103","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3949507896584867"
"14","hoacxsvt","104","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38660421461427974"
"14","hoacxsvt","105","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3908259552621626"
"14","hoacxsvt","106","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39425194131613694"
"14","hoacxsvt","107","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38421263992678567"
"14","hoacxsvt","108","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39155203705447295"
"14","hoacxsvt","109","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38273118637448694"
"14","hoacxsvt","110","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3834457090135417"
"14","hoacxsvt","111","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38084139090187324"
"14","hoacxsvt","112","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39185873052344283"
"14","hoacxsvt","113","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3923145866435285"
"14","hoacxsvt","114","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39820060666013757"
"14","hoacxsvt","115","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.40155678901566727"
"14","hoacxsvt","116","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3936563353598838"
"14","hoacxsvt","117","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.40089410720041296"
"14","hoacxsvt","118","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38881438216517333"
"14","hoacxsvt","119","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3933498520770623"
"14","hoacxsvt","120","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.37925322314920196"
"14","hoacxsvt","121","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3898168196976411"
"14","hoacxsvt","122","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38497884222833456"
"14","hoacxsvt","123","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3772040416800138"
"14","hoacxsvt","124","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.37976483655264265"
"14","hoacxsvt","125","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.37601351272968353"
"14","hoacxsvt","126","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3875997463101097"
"14","hoacxsvt","127","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3923338533535785"
"14","hoacxsvt","128","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3920453234991893"
"14","hoacxsvt","129","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3898742401951056"
"14","hoacxsvt","130","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3821827339685748"
"14","hoacxsvt","131","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38332810807383655"
"14","hoacxsvt","132","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38850174527771975"
"14","hoacxsvt","133","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38864479718375544"
"14","hoacxsvt","134","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3844674815741547"
"14","hoacxsvt","135","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3859534437794531"
"14","hoacxsvt","136","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3898039389882914"
"14","hoacxsvt","137","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3907058102123688"
"14","hoacxsvt","138","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3808001787146267"
"14","hoacxsvt","139","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3826966178441715"
"14","hoacxsvt","140","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3841648749539628"
"14","hoacxsvt","141","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3859242125632353"
"14","hoacxsvt","142","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38827980055019634"
"14","hoacxsvt","143","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3965092338349541"
"14","hoacxsvt","144","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39794592594382544"
"14","hoacxsvt","145","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39561526934313646"
"14","hoacxsvt","146","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39344239278762816"
"14","hoacxsvt","147","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39323546468267945"
"14","hoacxsvt","148","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38403694441786984"
"14","hoacxsvt","149","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3831813047305679"
"14","hoacxsvt","150","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38569692975808445"
"14","hoacxsvt","151","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3836128165767513"
"14","hoacxsvt","152","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3843889224635798"
"14","hoacxsvt","153","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3783918969133547"
"14","hoacxsvt","154","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.37578764857000924"
"14","hoacxsvt","155","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3876469069671167"
"14","hoacxsvt","156","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3893406597461365"
"14","hoacxsvt","157","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39242891403291896"
"14","hoacxsvt","158","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3904139003203933"
"14","hoacxsvt","159","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.38827072724498946"
"14","hoacxsvt","160","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.391540808435092"
"14","hoacxsvt","161","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39667857829135544"
"14","hoacxsvt","162","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3984627621937981"
"14","hoacxsvt","163","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3997370021190261"
"14","hoacxsvt","164","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4072005631667471"
"14","hoacxsvt","165","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.3970952766627718"
"14","hoacxsvt","166","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4044724510243908"
"14","hoacxsvt","167","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.39860170248627863"
"14","hoacxsvt","168","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.40380413313236396"
"14","hoacxsvt","169","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4108232893924658"
"14","hoacxsvt","170","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.41158143256563756"
"14","hoacxsvt","171","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.41914201756250885"
"14","hoacxsvt","172","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4179288416092745"
"14","hoacxsvt","173","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4273365186636716"
"14","hoacxsvt","174","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.410399964589925"
"14","hoacxsvt","175","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4124289497606358"
"14","hoacxsvt","176","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.42184533375789146"
"14","hoacxsvt","177","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.42912091277131964"
"14","hoacxsvt","178","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4345240027839174"
"14","hoacxsvt","179","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4488718619002012"
"14","hoacxsvt","180","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4460011974619596"
"14","hoacxsvt","181","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.45166958175503674"
"14","hoacxsvt","182","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.45125039831118835"
"14","hoacxsvt","183","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4565464728458603"
"14","hoacxsvt","184","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.45948691329128716"
"14","hoacxsvt","185","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4677974844407392"
"14","hoacxsvt","186","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.45668095062969116"
"14","hoacxsvt","187","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4502309922652633"
"14","hoacxsvt","188","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.453770084225459"
"14","hoacxsvt","189","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.45329538988024265"
"14","hoacxsvt","190","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4560617796959545"
"14","hoacxsvt","191","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4525244846828315"
"14","hoacxsvt","192","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4618332357653926"
"14","hoacxsvt","193","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4724760575830467"
"14","hoacxsvt","194","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4710268503190157"
"14","hoacxsvt","195","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.46467214123010103"
"14","hoacxsvt","196","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.46905554393928817"
"14","hoacxsvt","197","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.47587801515107453"
"14","hoacxsvt","198","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4747242588740224"
"14","hoacxsvt","199","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.47634774115922957"
"14","hoacxsvt","200","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.47515182175317416"
"14","hoacxsvt","201","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4730927499690958"
"14","hoacxsvt","202","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4815819730096352"
"14","hoacxsvt","203","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.48998379694668304"
"14","hoacxsvt","204","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.48941222475519663"
"14","hoacxsvt","205","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.5011616484114709"
"14","hoacxsvt","206","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.5015973191629596"
"14","hoacxsvt","207","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.5080254747694697"
"14","hoacxsvt","208","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.5068934886044522"
"14","hoacxsvt","209","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.502359793384046"
"14","hoacxsvt","210","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.49504070289371266"
"14","hoacxsvt","211","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.5003546349486608"
"14","hoacxsvt","212","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4957082978802097"
"14","hoacxsvt","213","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4846030333714053"
"14","hoacxsvt","214","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4763075942697396"
"14","hoacxsvt","215","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.483475702805462"
"14","hoacxsvt","216","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.48716969858679393"
"14","hoacxsvt","217","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.49139587822033903"
"14","hoacxsvt","218","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4864565270101283"
"14","hoacxsvt","219","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.48737831617569055"
"14","hoacxsvt","220","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.49016294273073185"
"14","hoacxsvt","221","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4812900448228797"
"14","hoacxsvt","222","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.48494628241333604"
"14","hoacxsvt","223","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.4902933752281004"
"14","hoacxsvt","224","vicuna_lfqa_600_0-25_4-0_0-7_1-0_user_all_filtered_eval","0.49411698713929064"
