"_defaultColorIndex","aucs","id","idx_T","name"
"8","0.8399607272727274","cdemf9mi","650","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.8639134545454545","cdemf9mi","700","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.8865461818181818","cdemf9mi","750","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.9060421818181817","cdemf9mi","800","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.9166305454545455","cdemf9mi","850","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.9211563636363638","cdemf9mi","900","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.9189890909090908","cdemf9mi","950","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","0.9107250909090909","cdemf9mi","1000","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"11","0.5111541818181818","hfp5ofno","50","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.5403861818181818","hfp5ofno","100","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.5531214545454546","hfp5ofno","150","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.5687098181818182","hfp5ofno","200","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.5897578181818183","hfp5ofno","250","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6111047272727272","hfp5ofno","300","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6288334545454546","hfp5ofno","350","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.637944","hfp5ofno","400","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6485345454545455","hfp5ofno","450","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6557476363636364","hfp5ofno","500","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.66564","hfp5ofno","550","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6672712727272727","hfp5ofno","600","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6705258181818182","hfp5ofno","650","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6740378181818182","hfp5ofno","700","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.668112","hfp5ofno","750","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6636218181818182","hfp5ofno","800","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6573694545454546","hfp5ofno","850","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6524487272727273","hfp5ofno","900","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6438916363636363","hfp5ofno","950","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","0.6358661818181819","hfp5ofno","1000","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"14","0.8389223140495867","mgbk5ci5","50","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.8900440330578514","mgbk5ci5","100","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9261326280991735","mgbk5ci5","150","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9519013553719008","mgbk5ci5","200","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9729525950413225","mgbk5ci5","250","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9828271074380165","mgbk5ci5","300","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9877831404958678","mgbk5ci5","350","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9898181818181817","mgbk5ci5","400","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9906805950413223","mgbk5ci5","450","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9911151074380166","mgbk5ci5","500","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9914258512396694","mgbk5ci5","550","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9915535867768593","mgbk5ci5","600","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.991746909090909","mgbk5ci5","650","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9919071735537192","mgbk5ci5","700","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9921079008264463","mgbk5ci5","750","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.992214479338843","mgbk5ci5","800","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9923956363636365","mgbk5ci5","850","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9925458512396693","mgbk5ci5","900","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9926069421487602","mgbk5ci5","950","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","0.9926124958677685","mgbk5ci5","1000","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"13","0.5316218181818182","n9jnymb9","50","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.5792370909090909","n9jnymb9","100","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.6210945454545453","n9jnymb9","150","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.6566181818181819","n9jnymb9","200","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.7025272727272728","n9jnymb9","250","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.7407643636363637","n9jnymb9","300","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.7723447272727273","n9jnymb9","350","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.800594909090909","n9jnymb9","400","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8223738181818181","n9jnymb9","450","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8383687272727272","n9jnymb9","500","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8559112727272729","n9jnymb9","550","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8658487272727273","n9jnymb9","600","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8763069090909091","n9jnymb9","650","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8849832727272726","n9jnymb9","700","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8888778181818181","n9jnymb9","750","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.897082909090909","n9jnymb9","800","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.9010879999999999","n9jnymb9","850","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.9028050909090909","n9jnymb9","900","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.898797090909091","n9jnymb9","950","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","0.8945127272727273","n9jnymb9","1000","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"15","0.8321174214876034","plaqii3p","50","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9262839008264463","plaqii3p","100","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.953529652892562","plaqii3p","150","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.958824991735537","plaqii3p","200","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9574579834710745","plaqii3p","250","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9530179173553719","plaqii3p","300","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9489853884297521","plaqii3p","350","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9459120661157026","plaqii3p","400","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9440766942148759","plaqii3p","450","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.942857785123967","plaqii3p","500","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9423920661157024","plaqii3p","550","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9421611900826447","plaqii3p","600","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9418440991735536","plaqii3p","650","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.941632","plaqii3p","700","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9417060495867768","plaqii3p","750","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9416666446280991","plaqii3p","800","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9416441652892561","plaqii3p","850","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9416166611570248","plaqii3p","900","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9416269752066116","plaqii3p","950","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","0.9416587107438016","plaqii3p","1000","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
