"_defaultColorIndex","id","idx_T","mean","name"
"8","cdemf9mi","850","0.3304565902037662","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","900","0.3335722885993277","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","950","0.3357234832015691","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","1000","0.3370601094750168","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"11","hfp5ofno","50","0.06391446230621385","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","100","0.11021700725059307","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","150","0.1480704080442831","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","200","0.18119889574958578","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","250","0.2074616760457259","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","300","0.22871347467225964","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","350","0.24771553530128262","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","400","0.26358393202313823","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","450","0.277358683582325","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","500","0.2890614875300131","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","550","0.29807016884544785","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","600","0.3061394004093782","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","650","0.31276184065827567","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","700","0.3182861092452683","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","750","0.3229408918180542","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","800","0.3268402586171877","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","850","0.33021200276776597","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","900","0.33322955589940745","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","950","0.3355181632462226","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","1000","0.33686499693861327","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"14","mgbk5ci5","50","0.066928373392639","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","100","0.11518939860849021","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","150","0.15409531060642603","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","200","0.18772168924509117","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","250","0.21402719851518048","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","300","0.23475556618141705","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","350","0.2532442405441075","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","400","0.2685754200447917","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","450","0.28151357100991586","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","500","0.2922997049054151","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","550","0.30079359408805184","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","600","0.308348201413786","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","650","0.3143557634817522","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","700","0.3195259556644668","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","750","0.323433056744152","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","800","0.3264751516382064","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","850","0.3289921953342652","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","900","0.331126771806174","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","950","0.3321454525480841","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","1000","0.33270003708361245","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"13","n9jnymb9","50","0.06385176580852595","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","100","0.11012917471964741","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","150","0.14802536683662018","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","200","0.18113167081086293","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","250","0.207353706075502","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","300","0.22871940536592592","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","350","0.24794441994658337","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","400","0.26357891871706024","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","450","0.27750104745746423","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","500","0.28903316600346385","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","550","0.29819644056344796","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","600","0.3062400972893633","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","650","0.31302342722642285","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","700","0.3184710288512304","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","750","0.3232265756817131","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","800","0.3270056828700595","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","850","0.330477911197365","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","900","0.33348749334595895","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","950","0.3356709053996131","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","1000","0.33705591831098836","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"15","plaqii3p","50","0.10744648526380156","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","100","0.16964512657975617","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","150","0.2132902480457379","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","200","0.24216924584467397","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","250","0.25876708520853003","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","300","0.2696788599541711","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","350","0.27656047200811945","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","400","0.28069082396786876","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","450","0.2831912732496723","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","500","0.2846986200257332","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","550","0.2853987862637849","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","600","0.28590284548641004","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","650","0.28635348558828283","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","700","0.2866189584230843","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","750","0.2867430691464106","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","800","0.28682180574568705","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","850","0.2868750189093885","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","900","0.28692460892006744","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","950","0.2869472170175025","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","1000","0.28695046317753975","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
